seed,subject,method,k,file,true_id,true_label,pred_id,conf,correct,logits
42,sub8,supLP120,3,sub8-a__0002__wave.npy,21,wave,21,0.99680245,1,"[5.35535, 4.47992, -1.67079, 0.15584, -13.72979, 1.39865, -6.94008, -1.54459, 9.46918, -7.37549, 1.5358, -8.46869, 2.66131, -7.95273, 2.33502, -11.67649, -7.6854, -3.87633, -9.97038, -3.88477, -5.09213, 15.23687]"
42,sub8,supLP120,3,sub8-a__0003__wave.npy,21,wave,21,0.9919052,1,"[4.59675, 5.09585, -2.06334, 0.01927, -13.1006, 1.25582, -6.75368, -1.03618, 10.04589, -6.99887, 1.00107, -9.00886, 1.8625, -8.41185, 2.80405, -11.45608, -7.13577, -3.94229, -9.26804, -4.16433, -5.46669, 14.86693]"
42,sub8,supLP120,3,sub8-a__0004__wave.npy,21,wave,21,0.9956755,1,"[5.72434, 4.48248, -1.21463, 0.16202, -14.16409, 1.15987, -6.68949, -2.43557, 9.62627, -7.32635, 1.9008, -8.78535, 2.04115, -7.94669, 2.98594, -11.76488, -7.997, -3.5391, -9.8181, -3.64634, -5.11489, 15.09358]"
42,sub8,supLP120,3,sub8-a__0005__wave.npy,21,wave,21,0.9897076,1,"[4.6301, 5.14703, -1.98246, 0.57777, -12.89453, 0.60336, -6.35977, -1.21013, 10.09418, -6.73313, 0.82192, -9.07202, 1.49751, -8.10454, 2.68119, -11.3004, -7.15113, -3.87867, -9.12738, -4.57101, -5.57028, 14.6725]"
42,sub8,supLP120,3,sub8-a__0006__wave.npy,21,wave,21,0.9966176,1,"[3.18498, 5.23239, -2.81418, 0.46378, -11.59834, 0.46715, -6.82246, 0.04957, 10.36753, -5.99644, 0.139, -9.42379, 0.5795, -8.341, 2.53526, -11.20325, -6.04784, -4.21569, -8.75152, -4.87023, -5.914, 16.06051]"
42,sub8,supLP120,3,sub8-a__0008__bow.npy,2,bow,2,0.9832397,1,"[4.59728, -1.20174, 11.70145, -7.3246, -16.45818, 6.43739, -2.49221, -1.4642, -0.5175, -5.9441, 2.9407, 6.89959, 4.09552, -12.51941, 5.56455, -10.8166, -5.71393, -2.07047, -1.46587, -1.88151, -6.53359, -0.4326]"
42,sub8,supLP120,3,sub8-a__0009__bow.npy,2,bow,2,0.99620265,1,"[5.61949, -1.62215, 13.20214, -6.92677, -16.94804, 5.66856, -2.44275, -2.24797, -0.31131, -5.89373, 3.97389, 6.96287, 5.00157, -12.54894, 5.46996, -10.70515, -6.92263, -1.63686, -2.85631, -1.81326, -6.90224, 0.26244]"
42,sub8,supLP120,3,sub8-a__0010__bow.npy,2,bow,2,0.9147164,1,"[5.00942, -3.97813, 11.18952, -7.64271, -14.11246, 2.24181, -0.21372, -1.07271, -1.49441, -3.22436, 3.24714, 8.66336, 6.64369, -10.91071, 1.36697, -8.26291, -7.71199, -3.75888, -4.45547, -3.15363, -5.00377, 0.69533]"
42,sub8,supLP120,3,sub8-a__0011__bow.npy,2,bow,2,0.92727643,1,"[4.01979, -3.38184, 12.24889, -7.5089, -14.87311, 4.16988, -1.15974, -0.97448, -1.78124, -4.9151, 3.60023, 9.65333, 6.43169, -11.8029, 2.86709, -9.3365, -6.59848, -2.91578, -4.06462, -2.34178, -5.84779, 0.20355]"
42,sub8,supLP120,3,sub8-a__0012__crossarms.npy,5,crossarms,3,0.6228041,0,"[-3.0647, -0.05945, -6.47151, 5.02696, -3.81921, 4.34219, -6.07776, -0.20008, -2.53513, -3.94601, 1.90906, -4.71775, 1.22593, -1.22916, -4.98216, -7.27723, -1.8061, -6.15671, -2.92797, -5.73801, -0.75575, 0.86602]"
42,sub8,supLP120,3,sub8-a__0013__crossarms.npy,5,crossarms,5,0.6355229,1,"[-2.99163, 0.19009, -6.28763, 5.21756, -3.01989, 5.87433, -6.41839, 2.29523, -2.29926, -4.44, 1.12956, -3.67788, 1.31026, -3.04994, -5.35839, -7.4436, -1.4275, -5.49112, -3.428, -5.02675, -0.65931, -0.62974]"
42,sub8,supLP120,3,sub8-a__0014__crossarms.npy,5,crossarms,5,0.5350808,1,"[-3.35883, -0.15151, -6.84085, 5.16129, -2.06834, 5.43539, -6.69558, 2.51027, -1.91766, -4.81558, 0.99984, -3.14958, 1.90322, -4.59509, -4.81061, -7.34465, -0.21848, -5.23968, -3.04998, -5.02295, -0.61936, -0.61421]"
42,sub8,supLP120,3,sub8-a__0015__crossarms.npy,5,crossarms,5,0.4850247,1,"[-3.19546, 0.22158, -6.88425, 5.60668, -2.46912, 5.65491, -6.87304, 2.92668, -2.19241, -5.01255, 1.14457, -3.5478, 1.85146, -4.4692, -5.24426, -8.14701, -0.6068, -5.45735, -3.24664, -5.01625, -0.78326, -1.11264]"
42,sub8,supLP120,3,sub8-a__0019__airpunch.npy,1,airpunch,1,0.92518777,1,"[3.11571, 8.75255, -4.66579, 5.11703, -10.84708, 1.7153, -6.17141, -4.12323, 5.68415, -6.00006, 0.76633, -9.09231, 1.15452, -6.25653, 2.3847, -11.94134, -4.6504, -8.12497, -4.02968, -6.71812, -5.53097, 1.83015]"
42,sub8,supLP120,3,sub8-a__0020__airpunch.npy,1,airpunch,1,0.9392174,1,"[2.43091, 9.45047, -4.14146, 5.36397, -10.86609, 1.2029, -6.37471, -4.27245, 6.35569, -4.80565, 1.33278, -9.38913, 0.31221, -6.78094, 2.48157, -11.95804, -4.28407, -7.54902, -3.23931, -6.646, -6.49119, 0.44614]"
42,sub8,supLP120,3,sub8-a__0022__airpunch.npy,1,airpunch,1,0.86454093,1,"[2.67573, 8.87186, -3.86463, 4.23615, -10.19109, 0.82461, -5.63266, -3.88152, 6.9157, -5.26688, 0.32092, -8.5668, 1.38998, -6.86109, 2.70296, -10.97433, -4.03345, -7.58381, -3.73654, -7.0604, -6.19108, 0.94849]"
42,sub8,supLP120,3,sub8-a__0023__drink.npy,7,drink,7,0.6465423,1,"[-7.49005, 0.25545, -5.00637, 8.9012, -0.65464, 0.21565, -6.07777, 9.51042, 2.05085, -1.67109, -0.19935, -4.30512, -0.30791, -7.38953, -7.08768, -7.06539, -0.06782, -5.56846, -4.50614, -7.96679, -3.11211, 3.24934]"
42,sub8,supLP120,3,sub8-a__0025__drink.npy,7,drink,7,0.9920711,1,"[-7.21195, 0.14007, -5.18121, 7.86323, -1.12194, 2.20123, -5.15958, 12.709, 2.31274, -0.99497, -1.14952, -3.24232, 0.03491, -9.48357, -7.19457, -6.58426, 0.88255, -3.30011, -5.73531, -7.47082, -3.76929, 2.91036]"
42,sub8,supLP120,3,sub8-a__0027__drink.npy,7,drink,7,0.9845887,1,"[-7.00883, -0.29118, -5.18964, 8.2588, -0.77229, 2.12538, -5.70905, 12.42503, 1.98558, -1.41068, -0.82591, -3.26897, 0.15136, -9.06149, -7.41928, -6.62052, 0.44837, -3.72423, -5.71337, -7.49469, -3.28399, 2.70618]"
42,sub8,supLP120,3,sub8-a__0028__brushteeth.npy,3,brushteeth,3,0.8001779,1,"[-6.11687, -0.49941, -4.52706, 10.12822, -1.35568, 1.36703, -6.58078, 8.73815, 0.50117, -2.64569, 0.10114, -3.66753, -0.32703, -5.86908, -6.84427, -6.88731, -0.61526, -5.37922, -4.23461, -7.39166, -2.33805, 2.02575]"
42,sub8,supLP120,3,sub8-a__0029__brushteeth.npy,3,brushteeth,7,0.8567678,0,"[-4.70845, -0.44793, -4.53392, 8.15382, -1.51342, 1.12787, -5.69836, 9.94507, 0.05431, -3.06841, -1.12476, -3.34961, -0.1565, -4.70974, -6.87376, -5.49602, -1.67328, -5.50518, -3.03693, -7.20334, -1.37053, 0.73313]"
42,sub8,supLP120,3,sub8-a__0030__brushteeth.npy,3,brushteeth,3,0.9648775,1,"[-6.0923, -0.21751, -5.24673, 10.49501, -0.82285, 0.91736, -7.14583, 7.17474, 0.25634, -2.79936, 0.66036, -4.00915, -0.6447, -4.78894, -6.7852, -7.89168, -0.80665, -5.84011, -3.4518, -7.06483, -1.60587, 0.04289]"
42,sub8,supLP120,3,sub8-a__0032__brushteeth.npy,3,brushteeth,3,0.9346123,1,"[-6.46271, 0.04508, -5.37148, 10.58599, -0.85633, 0.76128, -6.31317, 7.92305, 0.48455, -2.57709, 0.35475, -3.94669, -0.53707, -5.45305, -7.15323, -8.04811, -0.59559, -5.17699, -3.34549, -6.91546, -2.05634, -0.49924]"
42,sub8,supLP120,3,sub8-a__0033__highfive.npy,8,highfive,8,0.94799095,1,"[0.99153, 7.11963, -3.92434, 2.85758, -9.55803, -0.29551, -6.43387, -0.26123, 10.35909, -3.53848, -0.74592, -8.94123, -0.1545, -9.04549, 1.35822, -10.61176, -3.09971, -6.26339, -4.63958, -7.93098, -6.75289, 6.14747]"
42,sub8,supLP120,3,sub8-a__0035__highfive.npy,8,highfive,8,0.83192784,1,"[2.48973, 7.1833, -4.75814, 2.69518, -10.29108, 0.03034, -5.06502, -0.11965, 9.56479, -5.47818, -1.15081, -8.21047, 2.06504, -7.73655, 1.24929, -11.09146, -4.1693, -6.64922, -6.07832, -7.11893, -6.18036, 7.32773]"
42,sub8,supLP120,3,sub8-a__0036__highfive.npy,8,highfive,8,0.8717676,1,"[1.75592, 7.7846, -4.44039, 2.97154, -9.948, -0.01681, -5.21625, -0.68223, 9.81212, -5.18908, -0.88232, -7.73717, 1.85064, -7.55091, 0.72248, -11.19276, -3.39148, -7.09622, -5.49139, -7.18538, -6.49629, 5.50548]"
42,sub8,supLP120,3,sub8-a__0037__highfive.npy,8,highfive,8,0.78016025,1,"[2.76098, 7.27609, -4.63467, 3.01758, -10.36557, 0.06534, -5.02363, -0.87765, 9.35756, -5.26985, -1.00549, -8.34867, 1.98275, -6.79891, 1.33248, -10.93699, -4.07205, -6.84538, -6.27965, -7.14946, -6.00706, 7.4789]"
42,sub8,supLP120,3,sub8-a__0038__wave.npy,21,wave,21,0.90290356,1,"[0.60743, 6.63407, -3.74079, 1.18628, -10.09827, -0.09514, -5.78601, 1.80782, 10.4982, -5.29017, -1.64855, -9.46144, -1.20914, -9.59448, 2.9809, -11.30696, -3.82041, -5.24202, -5.12161, -5.83901, -6.57434, 12.74974]"
42,sub8,supLP120,3,sub8-a__0039__wave.npy,21,wave,21,0.9815045,1,"[0.83995, 6.2026, -4.78545, 0.84926, -9.04584, -0.06053, -5.12469, 3.64357, 9.67499, -5.50659, -2.33455, -7.9572, 0.92208, -9.23227, 1.27761, -10.33175, -3.84348, -5.42513, -6.72639, -5.90387, -6.47073, 13.68017]"
42,sub8,supLP120,3,sub8-a__0040__wave.npy,21,wave,21,0.97338676,1,"[-0.56141, 6.17088, -5.66128, 2.21551, -7.75294, -0.67718, -3.90555, 4.58146, 9.11004, -4.71305, -3.24423, -7.74633, 0.67266, -7.87191, 0.18161, -8.89175, -2.61963, -6.20689, -5.63325, -7.24677, -6.00422, 12.77258]"
42,sub8,supLP120,3,sub8-a__0041__wave.npy,21,wave,21,0.90760744,1,"[-0.58149, 6.56454, -5.70119, 2.31832, -7.74868, -1.02803, -3.01051, 4.36726, 9.01043, -4.97981, -3.63984, -7.41465, 0.67996, -7.67547, 0.39554, -8.88957, -2.36748, -6.32168, -4.5098, -7.06414, -5.98991, 11.38876]"
42,sub8,supLP120,3,sub8-a__0042__wave.npy,21,wave,21,0.9418237,1,"[-1.74078, 5.88446, -5.80398, 2.47897, -6.57843, -0.83354, -3.90101, 5.49396, 8.70222, -4.05377, -3.4766, -7.16933, 0.67921, -8.36908, -0.55133, -8.54315, -1.5568, -6.42298, -4.73511, -7.69042, -6.20222, 11.58434]"
42,sub8,supLP120,3,sub8-a__0044__bow.npy,2,bow,2,0.99147636,1,"[6.33976, -1.72594, 13.04487, -6.02609, -17.78483, 3.61812, -0.68483, -3.57808, 0.05388, -7.53232, 5.24992, 7.1198, 7.55327, -10.63635, 3.42682, -10.86119, -8.84779, -1.0628, -4.90463, -1.55825, -6.50811, 1.96224]"
42,sub8,supLP120,3,sub8-a__0045__bow.npy,2,bow,2,0.980931,1,"[4.96801, -2.70439, 12.95227, -5.99958, -16.7199, 2.72066, -0.0022, -2.98473, -0.56832, -6.92103, 5.53664, 8.37465, 8.14029, -10.12239, 2.09089, -10.1901, -8.74965, -1.38292, -5.64527, -2.04979, -5.70281, 2.39656]"
42,sub8,supLP120,3,sub8-a__0046__bow.npy,2,bow,2,0.9580605,1,"[4.19689, -3.21062, 12.18743, -7.11439, -15.27032, 2.22283, 1.36711, -1.02282, -1.01354, -5.38763, 3.98248, 8.81267, 7.45243, -10.5631, 2.15769, -8.87122, -8.34209, -2.53116, -4.34297, -1.68324, -5.29876, 2.01728]"
42,sub8,supLP120,3,sub8-a__0047__bow.npy,2,bow,2,0.97906965,1,"[5.94755, -2.73197, 12.40964, -6.27991, -17.14825, 2.19938, 0.69018, -2.90751, 0.39925, -6.44062, 4.90878, 7.14069, 8.13331, -10.45238, 2.45018, -9.76318, -9.29832, -1.21889, -5.79548, -2.10005, -5.1701, 3.3859]"
42,sub8,supLP120,3,sub8-a__0048__crossarms.npy,5,crossarms,5,0.84318066,1,"[-3.33615, 0.56915, -6.34019, 4.76983, -3.59288, 7.14921, -6.28384, 4.69361, -1.84026, -5.7091, 0.7845, -2.53553, 1.23946, -6.24015, -4.23231, -7.71227, 0.12604, -3.73536, -3.10097, -4.23724, -0.69825, -1.71123]"
42,sub8,supLP120,3,sub8-a__0049__crossarms.npy,5,crossarms,5,0.84847146,1,"[-3.22599, 1.05554, -6.56489, 4.48704, -3.64973, 6.55767, -5.95699, 3.28951, -2.51649, -5.06669, 0.90708, -2.42374, 0.77188, -5.5936, -3.897, -8.4029, 0.46195, -3.62963, -1.94043, -3.98017, -0.72582, -2.22922]"
42,sub8,supLP120,3,sub8-a__0050__crossarms.npy,5,crossarms,5,0.86370856,1,"[-2.85596, 0.75833, -6.35632, 4.68509, -3.61777, 6.83833, -6.23259, 3.374, -2.44322, -5.51859, 0.8433, -2.15723, 1.05938, -5.17006, -4.04811, -7.60177, 0.19533, -4.14274, -2.25764, -3.61692, -0.69586, -1.73483]"
42,sub8,supLP120,3,sub8-a__0051__crossarms.npy,5,crossarms,5,0.94329774,1,"[-2.44452, 0.43159, -6.0278, 4.56689, -3.25205, 7.67373, -6.90589, 3.16527, -2.15658, -5.8388, 0.64264, -2.38588, 1.20349, -4.8379, -3.87784, -6.39453, 0.27467, -4.45929, -2.3511, -3.55517, -0.69739, -1.30404]"
42,sub8,supLP120,3,sub8-a__0052__crossarms.npy,5,crossarms,5,0.96499056,1,"[-2.72303, 0.46006, -6.12218, 4.18917, -3.64818, 7.96948, -7.0777, 3.3501, -1.95805, -5.80778, 1.06115, -2.52062, 1.11183, -5.58628, -3.75513, -6.85524, 0.40848, -4.17496, -3.16074, -3.8819, -0.93822, -0.53057]"
42,sub8,supLP120,3,sub8-a__0054__airpunch.npy,1,airpunch,1,0.8102596,1,"[0.38456, 8.1254, -4.6403, 4.69166, -6.82213, -0.34232, -5.06835, -2.07658, 6.49902, -4.37341, -1.21083, -8.56625, 0.35345, -5.87358, 2.41265, -8.97711, -2.31608, -7.82347, -1.4809, -7.26338, -5.97827, 0.80747]"
42,sub8,supLP120,3,sub8-a__0055__airpunch.npy,1,airpunch,1,0.8522933,1,"[0.73809, 9.27087, -4.46205, 4.55417, -8.95199, 0.3231, -5.56343, -2.33107, 7.44823, -4.62459, -0.74796, -9.07469, -0.4351, -7.08024, 2.84265, -10.33037, -2.12887, -7.72232, -1.87173, -6.83981, -7.13257, 1.97338]"
42,sub8,supLP120,3,sub8-a__0056__airpunch.npy,1,airpunch,1,0.7929534,1,"[0.5781, 8.60301, -4.46206, 4.28383, -7.59209, -0.26391, -5.64012, -2.44454, 7.18454, -4.1589, -0.75307, -8.91868, -0.1893, -7.00757, 3.11648, -9.88237, -2.15196, -7.25523, -2.21016, -7.01582, -6.71758, 1.47208]"
42,sub8,supLP120,3,sub8-a__0058__drink.npy,7,drink,7,0.8492243,1,"[-7.34873, 0.10345, -4.87043, 8.91978, -0.63722, 0.13734, -5.28437, 10.65117, 1.8355, -1.9713, -0.91457, -3.69248, -0.35469, -7.93291, -7.04077, -6.60225, 0.65548, -5.00297, -2.6372, -7.19718, -3.30384, 2.20698]"
42,sub8,supLP120,3,sub8-a__0059__drink.npy,7,drink,7,0.99405646,1,"[-6.91898, -0.04935, -4.67271, 7.6463, -0.57702, 2.04385, -5.46396, 12.79108, 2.0153, -1.35954, -0.99726, -3.09124, 0.02949, -8.64036, -7.11106, -5.4788, 0.31272, -4.08184, -5.51832, -7.31929, -3.3787, 3.51811]"
42,sub8,supLP120,3,sub8-a__0060__drink.npy,7,drink,7,0.5537393,1,"[-7.14184, -0.21216, -5.5307, 10.38502, -1.0872, 1.52554, -5.80042, 10.60127, 1.41433, -1.66904, -0.62421, -3.55662, -0.56376, -8.37571, -7.12364, -7.80596, 1.01164, -3.84923, -4.47929, -7.45595, -3.02762, -0.01362]"
42,sub8,supLP120,3,sub8-a__0061__drink.npy,7,drink,7,0.78430265,1,"[-7.22012, -0.11679, -5.24006, 10.29677, -1.15595, 1.53296, -5.36575, 11.5882, 1.63369, -1.3586, -1.01278, -3.72886, -0.94826, -8.60276, -7.04358, -7.70149, 0.89584, -3.19964, -4.11408, -7.39499, -3.1245, -0.32367]"
42,sub8,supLP120,3,sub8-a__0062__drink.npy,7,drink,3,0.62236166,0,"[-7.44551, 0.28588, -5.65269, 10.76005, -1.20946, 0.52573, -5.40583, 10.26001, 1.71082, -1.60029, -0.921, -4.18775, -1.07417, -8.4124, -6.8265, -8.35378, 0.95229, -3.67787, -3.80487, -7.49675, -3.39437, -0.29558]"
42,sub8,supLP120,3,sub8-a__0063__brushteeth.npy,3,brushteeth,3,0.9705151,1,"[-6.1146, -0.48315, -4.70281, 9.03822, -1.6497, 1.5702, -6.21972, 5.49945, -0.41417, -2.98208, 0.52022, -4.13468, 0.25838, -3.9583, -5.8756, -6.53107, -0.59468, -5.55384, -1.96723, -7.77869, -1.67123, -0.02991]"
42,sub8,supLP120,3,sub8-a__0064__brushteeth.npy,3,brushteeth,3,0.98008806,1,"[-6.07305, -0.16333, -5.21919, 10.4401, -0.47417, 0.44783, -6.72621, 6.53225, 0.1957, -2.8167, 0.10624, -3.58572, -0.44046, -5.20033, -6.39601, -7.61232, 0.17957, -5.11404, -2.4621, -6.65297, -2.11967, -0.81757]"
